#Limiti di energia lasciata in Si1 per identificazione in Z e A per PSA Imax-E in Si1
#blocco qua tel Z ESi1minZid ESi1maxZid ESi1minAid ESi1maxAid
0 1 3 7 33.0 220.0 97.0 183.0
0 1 3 8 46.0 226.0 118.0 226.0
0 1 3 9 73.0 333.0 153.0 274.0
0 1 3 10 94.0 347.0 188.0 323.0
0 1 3 11 111.0 397.0 215.0 375.0
0 1 3 12 129.0 437.0 265.0 421.0
0 1 3 13 176.0 509.0 301.0 474.0
0 1 3 14 207.0 565.0 339.0 535.0
0 1 3 15 259.0 614.0 389.0 587.0
0 1 3 16 284.0 656.0 443.0 638.0
0 1 3 17 344.0 700.0 481.0 690.0
0 1 3 18 379.0 747.0 547.0 740.0
0 1 3 19 414.0 801.0 590.0 793.0
0 1 3 20 472.0 853.0 673.0 853.0
0 1 3 21 509.0 899.0 -1  -1 
0 1 3 22 728.0 895.0 -1  -1 
0 1 4 1 2.0 23.0 -1  -1 
0 1 4 2 5.0 37.0 -1  -1 
0 1 4 3 8.0 62.0 24.0 50.0
0 1 4 4 13.0 79.0 33.0 79.0
0 1 4 5 18.0 115.0 57.0 111.0
0 1 4 6 25.0 148.0 73.0 148.0
0 1 4 7 41.0 181.0 106.0 181.0
0 1 4 8 53.0 242.0 140.0 222.0
0 1 4 9 83.0 336.0 179.0 269.0
0 1 4 10 96.0 338.0 221.0 328.0
0 1 4 11 102.0 388.0 249.0 376.0
0 1 4 12 146.0 432.0 298.0 412.0
0 1 4 13 181.0 497.0 337.0 491.0
0 1 4 14 202.0 576.0 378.0 531.0
0 1 4 15 245.0 611.0 425.0 583.0
0 1 4 16 256.0 649.0 493.0 639.0
0 1 4 17 296.0 704.0 539.0 680.0
0 1 4 18 353.0 739.0 611.0 733.0
0 1 4 19 396.0 796.0 -1  -1 
0 1 4 20 452.0 850.0 -1  -1 
0 1 4 21 512.0 895.0 -1  -1 
0 1 4 22 563.0 810.0 -1  -1 
0 2 1 1 4.0 23.0 -1  -1 
0 2 1 2 5.0 37.0 -1  -1 
0 2 1 3 9.0 53.0 26.0 51.0
0 2 1 4 13.0 81.0 39.0 81.0
0 2 1 5 21.0 111.0 58.0 111.0
0 2 1 6 29.0 148.0 75.0 148.0
0 2 1 7 38.0 218.0 101.0 188.0
0 2 1 8 50.0 226.0 124.0 226.0
0 2 1 9 78.0 278.0 158.0 266.0
0 2 1 10 88.0 347.0 198.0 322.0
0 2 1 11 94.0 392.0 235.0 372.0
0 2 1 12 130.0 432.0 280.0 412.0
0 2 1 13 161.0 512.0 303.0 472.0
0 2 1 14 187.0 575.0 351.0 535.0
0 2 1 15 217.0 603.0 399.0 578.0
0 2 1 16 242.0 644.0 466.0 644.0
0 2 1 17 260.0 702.0 493.0 681.0
0 2 1 18 312.0 747.0 571.0 740.0
0 2 1 19 370.0 804.0 628.0 791.0
0 2 1 20 447.0 852.0 -1  -1 
0 2 1 21 591.0 884.0 -1  -1 
0 2 1 22 724.0 727.0 -1  -1 
0 2 2 1 4.0 23.0 -1  -1 
0 2 2 2 5.0 37.0 -1  -1 
0 2 2 3 7.0 53.0 25.0 53.0
0 2 2 4 13.0 78.0 39.0 78.0
0 2 2 5 21.0 117.0 63.0 117.0
0 2 2 6 29.0 147.0 90.0 147.0
0 2 2 7 46.0 185.0 112.0 184.0
0 2 2 8 61.0 233.0 144.0 225.0
0 2 2 9 79.0 279.0 174.0 269.0
0 2 2 10 94.0 343.0 231.0 324.0
0 2 2 11 117.0 397.0 252.0 362.0
0 2 2 12 148.0 435.0 306.0 416.0
0 2 2 13 167.0 507.0 328.0 470.0
0 2 2 14 189.0 554.0 396.0 554.0
0 2 2 15 218.0 597.0 438.0 583.0
0 2 2 16 258.0 657.0 502.0 633.0
0 2 2 17 304.0 694.0 557.0 692.0
0 2 2 18 356.0 746.0 620.0 739.0
0 2 2 19 456.0 804.0 674.0 794.0
0 2 2 20 447.0 856.0 -1  -1 
0 2 2 21 638.0 898.0 -1  -1 
0 2 3 1 4.0 23.0 -1  -1 
0 2 3 2 5.0 40.0 -1  -1 
0 2 3 3 9.0 56.0 27.0 51.0
0 2 3 4 13.0 100.0 35.0 86.0
0 2 3 5 22.0 110.0 56.0 110.0
0 2 3 6 30.0 146.0 78.0 146.0
0 2 3 7 39.0 194.0 106.0 183.0
0 2 3 8 58.0 228.0 137.0 223.0
0 2 3 9 73.0 323.0 174.0 275.0
0 2 3 10 92.0 352.0 210.0 318.0
0 2 3 11 131.0 394.0 240.0 372.0
0 2 3 12 138.0 444.0 282.0 419.0
0 2 3 13 159.0 518.0 324.0 487.0
0 2 3 14 182.0 566.0 380.0 523.0
0 2 3 15 216.0 602.0 431.0 595.0
0 2 3 16 272.0 666.0 485.0 637.0
0 2 3 17 303.0 692.0 533.0 685.0
0 2 3 18 330.0 766.0 584.0 746.0
0 2 3 19 373.0 803.0 658.0 797.0
0 2 3 20 430.0 860.0 -1  -1 
0 2 3 21 529.0 912.0 -1  -1 
0 2 3 22 513.0 920.0 -1  -1 
0 2 4 1 4.0 23.0 -1  -1 
0 2 4 2 5.0 37.0 -1  -1 
0 2 4 3 8.0 51.0 25.0 51.0
0 2 4 4 13.0 81.0 35.0 81.0
0 2 4 5 19.0 111.0 52.0 111.0
0 2 4 6 24.0 151.0 73.0 147.0
0 2 4 7 36.0 191.0 93.0 186.0
0 2 4 8 51.0 228.0 116.0 225.0
0 2 4 9 70.0 332.0 146.0 279.0
0 2 4 10 92.0 341.0 185.0 315.0
0 2 4 11 126.0 402.0 221.0 365.0
0 2 4 12 139.0 432.0 263.0 416.0
0 2 4 13 164.0 507.0 304.0 467.0
0 2 4 14 187.0 566.0 361.0 528.0
0 2 4 15 227.0 606.0 406.0 594.0
0 2 4 16 241.0 653.0 468.0 640.0
0 2 4 17 308.0 709.0 507.0 687.0
0 2 4 18 370.0 746.0 567.0 741.0
0 2 4 19 389.0 801.0 624.0 799.0
0 2 4 20 413.0 857.0 694.0 856.0
0 2 4 21 523.0 908.0 -1  -1 
0 2 4 22 798.0 909.0 -1  -1 
0 3 1 1 3.0 24.0 -1  -1 
0 3 1 2 4.0 44.0 -1  -1 
0 3 1 3 7.0 53.0 24.0 52.0
0 3 1 4 12.0 81.0 33.0 81.0
0 3 1 5 19.0 110.0 55.0 110.0
0 3 1 6 25.0 148.0 74.0 148.0
0 3 1 7 34.0 220.0 98.0 183.0
0 3 1 8 42.0 242.0 121.0 225.0
0 3 1 9 74.0 348.0 154.0 268.0
0 3 1 10 92.0 357.0 189.0 326.0
0 3 1 11 96.0 394.0 233.0 375.0
0 3 1 12 135.0 442.0 276.0 413.0
0 3 1 13 142.0 517.0 306.0 478.0
0 3 1 14 200.0 574.0 353.0 535.0
0 3 1 15 198.0 610.0 387.0 588.0
0 3 1 16 225.0 661.0 455.0 644.0
0 3 1 17 285.0 747.0 498.0 689.0
0 3 1 18 290.0 753.0 581.0 740.0
0 3 1 19 363.0 802.0 626.0 799.0
0 3 1 20 358.0 859.0 -1  -1 
0 3 1 21 465.0 907.0 -1  -1 
0 3 1 22 549.0 924.0 -1  -1 
0 3 2 1 3.0 27.0 -1  -1 
0 3 2 2 5.0 36.0 -1  -1 
0 3 2 3 7.0 53.0 24.0 53.0
0 3 2 4 12.0 81.0 35.0 81.0
0 3 2 5 18.0 113.0 56.0 112.0
0 3 2 6 24.0 164.0 75.0 149.0
0 3 2 7 33.0 191.0 102.0 183.0
0 3 2 8 48.0 241.0 130.0 227.0
0 3 2 9 80.0 301.0 159.0 273.0
0 3 2 10 106.0 360.0 199.0 324.0
0 3 2 11 133.0 398.0 231.0 364.0
0 3 2 12 166.0 435.0 291.0 411.0
0 3 2 13 196.0 515.0 319.0 489.0
0 3 2 14 228.0 583.0 372.0 539.0
0 3 2 15 282.0 609.0 414.0 594.0
0 3 2 16 310.0 672.0 468.0 637.0
0 3 2 17 364.0 737.0 537.0 695.0
0 3 2 18 404.0 759.0 580.0 737.0
0 3 2 19 453.0 809.0 632.0 798.0
0 3 2 20 471.0 864.0 698.0 861.0
0 3 2 21 508.0 911.0 -1  -1 
0 3 2 22 682.0 934.0 -1  -1 
0 3 4 1 4.0 23.0 -1  -1 
0 3 4 2 6.0 34.0 -1  -1 
0 3 4 3 10.0 68.0 23.0 52.0
0 3 4 4 16.0 80.0 34.0 80.0
0 3 4 5 21.0 112.0 57.0 112.0
0 3 4 6 25.0 148.0 78.0 148.0
0 3 4 7 32.0 200.0 106.0 200.0
0 3 4 8 41.0 256.0 129.0 222.0
0 3 4 9 67.0 319.0 167.0 277.0
0 3 4 10 84.0 359.0 204.0 332.0
0 3 4 11 84.0 394.0 237.0 379.0
0 3 4 12 118.0 446.0 283.0 416.0
0 3 4 13 128.0 516.0 316.0 483.0
0 3 4 14 157.0 585.0 370.0 539.0
0 3 4 15 172.0 626.0 415.0 589.0
0 3 4 16 196.0 680.0 466.0 645.0
0 3 4 17 223.0 722.0 527.0 693.0
0 3 4 18 275.0 761.0 590.0 745.0
0 3 4 19 328.0 809.0 631.0 800.0
0 3 4 20 416.0 861.0 -1  -1 
0 3 4 21 456.0 911.0 -1  -1 
0 3 4 22 614.0 958.0 -1  -1 
0 4 1 1 4.0 23.0 -1  -1 
0 4 1 2 5.0 44.0 -1  -1 
0 4 1 3 8.0 62.0 24.0 53.0
0 4 1 4 13.0 82.0 36.0 82.0
0 4 1 5 19.0 121.0 56.0 111.0
0 4 1 6 24.0 149.0 77.0 149.0
0 4 1 7 33.0 190.0 98.0 186.0
0 4 1 8 49.0 227.0 125.0 227.0
0 4 1 9 61.0 305.0 160.0 268.0
0 4 1 10 77.0 353.0 190.0 313.0
0 4 1 11 97.0 393.0 226.0 365.0
0 4 1 12 140.0 443.0 269.0 418.0
0 4 1 13 148.0 506.0 314.0 474.0
0 4 1 14 168.0 570.0 365.0 523.0
0 4 1 15 192.0 614.0 410.0 581.0
0 4 1 16 218.0 673.0 462.0 637.0
0 4 1 17 244.0 707.0 497.0 694.0
0 4 1 18 265.0 749.0 553.0 739.0
0 4 1 19 399.0 809.0 621.0 798.0
0 4 1 20 425.0 857.0 693.0 856.0
0 4 1 21 502.0 907.0 -1  -1 
0 4 1 22 707.0 932.0 -1  -1 
0 4 2 1 3.0 24.0 -1  -1 
0 4 2 2 5.0 33.0 -1  -1 
0 4 2 3 9.0 53.0 25.0 53.0
0 4 2 4 16.0 96.0 37.0 80.0
0 4 2 5 24.0 117.0 58.0 117.0
0 4 2 6 35.0 149.0 79.0 146.0
0 4 2 7 46.0 189.0 112.0 183.0
0 4 2 8 58.0 228.0 134.0 227.0
0 4 2 9 78.0 327.0 177.0 277.0
0 4 2 10 101.0 375.0 220.0 321.0
0 4 2 11 121.0 413.0 251.0 384.0
0 4 2 12 140.0 470.0 294.0 438.0
0 4 2 13 160.0 508.0 324.0 489.0
0 4 2 14 209.0 563.0 378.0 543.0
0 4 2 15 210.0 619.0 415.0 598.0
0 4 2 16 269.0 659.0 476.0 636.0
0 4 2 17 265.0 717.0 525.0 706.0
0 4 2 18 310.0 765.0 597.0 748.0
0 4 2 19 383.0 806.0 646.0 806.0
0 4 2 20 426.0 863.0 705.0 861.0
0 4 2 21 451.0 914.0 743.0 914.0
0 4 2 22 521.0 897.0 -1  -1 
0 4 4 1 3.0 22.0 -1  -1 
0 4 4 2 5.0 40.0 -1  -1 
0 4 4 3 12.0 51.0 27.0 51.0
0 4 4 4 19.0 82.0 42.0 81.0
0 4 4 5 29.0 121.0 66.0 114.0
0 4 4 6 36.0 149.0 85.0 149.0
0 4 4 7 47.0 201.0 115.0 182.0
0 4 4 8 62.0 231.0 148.0 227.0
0 4 4 9 84.0 331.0 181.0 267.0
0 4 4 10 105.0 364.0 223.0 316.0
0 4 4 11 133.0 421.0 269.0 379.0
0 4 4 12 160.0 463.0 307.0 434.0
0 4 4 13 177.0 519.0 349.0 488.0
0 4 4 14 216.0 566.0 396.0 553.0
0 4 4 15 236.0 615.0 433.0 584.0
0 4 4 16 281.0 656.0 493.0 641.0
0 4 4 17 317.0 723.0 532.0 701.0
0 4 4 18 364.0 764.0 602.0 750.0
0 4 4 19 411.0 810.0 636.0 810.0
0 4 4 20 464.0 865.0 703.0 859.0
0 4 4 21 516.0 907.0 -1  -1 
0 4 4 22 604.0 943.0 -1  -1 
1 1 1 1 3.0 23.0 -1  -1 
1 1 1 2 4.0 46.0 -1  -1 
1 1 1 3 7.0 57.0 24.0 54.0
1 1 1 4 14.0 99.0 36.0 82.0
1 1 1 5 20.0 129.0 56.0 109.0
1 1 1 6 27.0 149.0 73.0 149.0
1 1 1 7 36.0 198.0 91.0 182.0
1 1 1 8 51.0 226.0 129.0 224.0
1 1 1 9 70.0 299.0 169.0 269.0
1 1 1 10 93.0 356.0 195.0 315.0
1 1 1 11 114.0 387.0 227.0 365.0
1 1 1 12 142.0 434.0 274.0 413.0
1 1 1 13 148.0 502.0 314.0 473.0
1 1 1 14 181.0 557.0 360.0 521.0
1 1 1 15 199.0 612.0 411.0 578.0
1 1 1 16 235.0 653.0 453.0 633.0
1 1 1 17 266.0 689.0 514.0 683.0
1 1 1 18 279.0 744.0 578.0 738.0
1 1 1 19 361.0 806.0 622.0 795.0
1 1 1 20 422.0 856.0 691.0 856.0
1 1 1 21 493.0 891.0 -1  -1 
1 1 1 22 797.0 799.0 -1  -1 
1 1 2 1 3.0 23.0 -1  -1 
1 1 2 2 5.0 40.0 -1  -1 
1 1 2 3 8.0 54.0 25.0 54.0
1 1 2 4 14.0 94.0 37.0 81.0
1 1 2 5 22.0 121.0 57.0 112.0
1 1 2 6 31.0 146.0 78.0 146.0
1 1 2 7 43.0 183.0 100.0 183.0
1 1 2 8 53.0 226.0 128.0 225.0
1 1 2 9 77.0 329.0 162.0 268.0
1 1 2 10 92.0 354.0 200.0 316.0
1 1 2 11 115.0 398.0 230.0 367.0
1 1 2 12 136.0 438.0 274.0 414.0
1 1 2 13 151.0 518.0 317.0 488.0
1 1 2 14 167.0 562.0 374.0 535.0
1 1 2 15 192.0 607.0 409.0 587.0
1 1 2 16 225.0 656.0 463.0 653.0
1 1 2 17 253.0 722.0 514.0 695.0
1 1 2 18 281.0 746.0 575.0 740.0
1 1 2 19 369.0 798.0 628.0 794.0
1 1 2 20 453.0 858.0 -1  -1 
1 1 2 21 529.0 904.0 -1  -1 
1 1 2 22 632.0 874.0 -1  -1 
1 1 3 1 3.0 23.0 -1  -1 
1 1 3 2 4.0 37.0 -1  -1 
1 1 3 3 8.0 52.0 24.0 52.0
1 1 3 4 14.0 81.0 35.0 80.0
1 1 3 5 20.0 129.0 61.0 109.0
1 1 3 6 27.0 148.0 83.0 148.0
1 1 3 7 42.0 210.0 107.0 185.0
1 1 3 8 57.0 236.0 136.0 227.0
1 1 3 9 74.0 310.0 169.0 269.0
1 1 3 10 96.0 335.0 220.0 325.0
1 1 3 11 126.0 402.0 251.0 380.0
1 1 3 12 132.0 442.0 296.0 414.0
1 1 3 13 150.0 507.0 347.0 481.0
1 1 3 14 188.0 575.0 392.0 534.0
1 1 3 15 193.0 615.0 437.0 568.0
1 1 3 16 0.0 668.0 507.0 632.0
1 1 3 17 275.0 704.0 553.0 684.0
1 1 3 18 305.0 744.0 610.0 741.0
1 1 3 19 389.0 809.0 -1  -1 
1 1 3 20 413.0 859.0 -1  -1 
1 1 3 21 528.0 905.0 -1  -1 
1 1 3 22 675.0 894.0 -1  -1 
1 1 4 1 3.0 23.0 -1  -1 
1 1 4 2 5.0 37.0 -1  -1 
1 1 4 3 9.0 54.0 25.0 51.0
1 1 4 4 13.0 82.0 37.0 82.0
1 1 4 5 20.0 122.0 56.0 114.0
1 1 4 6 28.0 147.0 80.0 147.0
1 1 4 7 39.0 183.0 108.0 183.0
1 1 4 8 53.0 231.0 137.0 226.0
1 1 4 9 71.0 305.0 162.0 269.0
1 1 4 10 108.0 331.0 203.0 314.0
1 1 4 11 117.0 394.0 241.0 363.0
1 1 4 12 137.0 435.0 296.0 414.0
1 1 4 13 157.0 508.0 338.0 471.0
1 1 4 14 193.0 555.0 385.0 526.0
1 1 4 15 223.0 613.0 433.0 578.0
1 1 4 16 283.0 668.0 486.0 636.0
1 1 4 17 287.0 693.0 520.0 688.0
1 1 4 18 300.0 750.0 587.0 740.0
1 1 4 19 393.0 853.0 625.0 797.0
1 1 4 20 439.0 851.0 -1  -1 
1 1 4 21 548.0 884.0 -1  -1 
1 2 1 1 3.0 27.0 -1  -1 
1 2 1 2 5.0 42.0 -1  -1 
1 2 1 3 9.0 54.0 22.0 52.0
1 2 1 4 12.0 81.0 32.0 81.0
1 2 1 5 20.0 111.0 55.0 111.0
1 2 1 6 30.0 149.0 68.0 149.0
1 2 1 7 41.0 188.0 102.0 184.0
1 2 1 8 54.0 248.0 124.0 228.0
1 2 1 9 74.0 335.0 146.0 275.0
1 2 1 10 107.0 355.0 206.0 321.0
1 2 1 11 114.0 406.0 216.0 372.0
1 2 1 12 141.0 450.0 260.0 419.0
1 2 1 13 165.0 521.0 302.0 472.0
1 2 1 14 201.0 578.0 351.0 532.0
1 2 1 15 242.0 628.0 388.0 579.0
1 2 1 16 289.0 675.0 448.0 643.0
1 2 1 17 330.0 723.0 478.0 715.0
1 2 1 18 366.0 755.0 542.0 750.0
1 2 1 19 427.0 825.0 590.0 810.0
1 2 1 20 470.0 867.0 666.0 867.0
1 2 1 21 518.0 917.0 -1  -1 
1 2 1 22 654.0 945.0 -1  -1 
1 2 2 1 3.0 23.0 -1  -1 
1 2 2 2 5.0 39.0 -1  -1 
1 2 2 3 10.0 54.0 26.0 52.0
1 2 2 4 15.0 82.0 33.0 80.0
1 2 2 5 22.0 120.0 54.0 114.0
1 2 2 6 29.0 156.0 75.0 150.0
1 2 2 7 38.0 193.0 103.0 188.0
1 2 2 8 51.0 252.0 130.0 228.0
1 2 2 9 70.0 343.0 161.0 272.0
1 2 2 10 92.0 370.0 201.0 326.0
1 2 2 11 111.0 408.0 234.0 379.0
1 2 2 12 149.0 456.0 282.0 423.0
1 2 2 13 163.0 530.0 314.0 481.0
1 2 2 14 207.0 588.0 374.0 535.0
1 2 2 15 240.0 646.0 423.0 585.0
1 2 2 16 280.0 687.0 480.0 663.0
1 2 2 17 307.0 732.0 530.0 709.0
1 2 2 18 351.0 776.0 585.0 768.0
1 2 2 19 393.0 817.0 -1  -1 
1 2 2 20 427.0 875.0 -1  -1 
1 2 2 21 496.0 925.0 -1  -1 
1 2 2 22 587.0 956.0 -1  -1 
1 2 3 1 4.0 24.0 -1  -1 
1 2 3 2 5.0 38.0 -1  -1 
1 2 3 3 9.0 52.0 26.0 52.0
1 2 3 4 14.0 83.0 36.0 83.0
1 2 3 5 21.0 113.0 61.0 113.0
1 2 3 6 28.0 154.0 79.0 150.0
1 2 3 7 41.0 238.0 106.0 190.0
1 2 3 8 55.0 235.0 131.0 226.0
1 2 3 9 71.0 340.0 175.0 271.0
1 2 3 10 98.0 353.0 205.0 330.0
1 2 3 11 137.0 417.0 244.0 376.0
1 2 3 12 147.0 455.0 294.0 422.0
1 2 3 13 183.0 530.0 332.0 481.0
1 2 3 14 217.0 606.0 389.0 547.0
1 2 3 15 255.0 639.0 440.0 590.0
1 2 3 16 281.0 692.0 487.0 645.0
1 2 3 17 321.0 732.0 557.0 707.0
1 2 3 18 361.0 783.0 618.0 763.0
1 2 3 19 414.0 827.0 665.0 816.0
1 2 3 20 440.0 877.0 725.0 870.0
1 2 3 21 507.0 926.0 -1  -1 
1 2 3 22 572.0 964.0 -1  -1 
1 2 4 1 4.0 22.0 -1  -1 
1 2 4 2 5.0 29.0 -1  -1 
1 2 4 3 9.0 61.0 25.0 52.0
1 2 4 4 15.0 82.0 35.0 81.0
1 2 4 5 22.0 114.0 54.0 114.0
1 2 4 6 30.0 153.0 77.0 150.0
1 2 4 7 42.0 185.0 103.0 185.0
1 2 4 8 52.0 234.0 130.0 228.0
1 2 4 9 75.0 320.0 156.0 288.0
1 2 4 10 84.0 369.0 201.0 316.0
1 2 4 11 121.0 404.0 228.0 373.0
1 2 4 12 125.0 448.0 272.0 417.0
1 2 4 13 174.0 522.0 314.0 498.0
1 2 4 14 203.0 580.0 354.0 531.0
1 2 4 15 248.0 633.0 403.0 599.0
1 2 4 16 285.0 682.0 451.0 645.0
1 2 4 17 332.0 729.0 496.0 693.0
1 2 4 18 365.0 765.0 546.0 751.0
1 2 4 19 414.0 823.0 623.0 804.0
1 2 4 20 466.0 866.0 677.0 865.0
1 2 4 21 523.0 919.0 -1  -1 
1 2 4 22 600.0 938.0 -1  -1 
1 3 1 1 3.0 23.0 -1  -1 
1 3 1 2 5.0 32.0 -1  -1 
1 3 1 3 10.0 54.0 25.0 52.0
1 3 1 4 17.0 82.0 36.0 82.0
1 3 1 5 24.0 111.0 57.0 111.0
1 3 1 6 36.0 149.0 82.0 149.0
1 3 1 7 47.0 210.0 105.0 184.0
1 3 1 8 59.0 259.0 130.0 228.0
1 3 1 9 84.0 289.0 153.0 271.0
1 3 1 10 103.0 360.0 191.0 326.0
1 3 1 11 119.0 405.0 223.0 366.0
1 3 1 12 143.0 461.0 281.0 420.0
1 3 1 13 167.0 522.0 308.0 479.0
1 3 1 14 200.0 563.0 364.0 531.0
1 3 1 15 235.0 626.0 397.0 583.0
1 3 1 16 271.0 664.0 469.0 635.0
1 3 1 17 331.0 730.0 504.0 693.0
1 3 1 18 350.0 780.0 563.0 750.0
1 3 1 19 373.0 811.0 609.0 806.0
1 3 1 20 453.0 865.0 674.0 864.0
1 3 1 21 536.0 913.0 -1  -1 
1 3 1 22 676.0 934.0 -1  -1 
1 3 2 1 3.0 23.0 -1  -1 
1 3 2 2 5.0 33.0 -1  -1 
1 3 2 3 10.0 54.0 23.0 51.0
1 3 2 4 19.0 80.0 38.0 80.0
1 3 2 5 26.0 112.0 61.0 112.0
1 3 2 6 34.0 148.0 84.0 148.0
1 3 2 7 47.0 212.0 108.0 183.0
1 3 2 8 59.0 235.0 140.0 235.0
1 3 2 9 80.0 310.0 169.0 272.0
1 3 2 10 93.0 356.0 216.0 332.0
1 3 2 11 120.0 412.0 254.0 390.0
1 3 2 12 138.0 460.0 285.0 422.0
1 3 2 13 179.0 526.0 322.0 499.0
1 3 2 14 211.0 580.0 382.0 542.0
1 3 2 15 236.0 644.0 418.0 621.0
1 3 2 16 283.0 678.0 474.0 663.0
1 3 2 17 311.0 727.0 526.0 708.0
1 3 2 18 352.0 780.0 583.0 757.0
1 3 2 19 395.0 818.0 629.0 810.0
1 3 2 20 453.0 869.0 719.0 864.0
1 3 2 21 493.0 920.0 -1  -1 
1 3 2 22 667.0 954.0 -1  -1 
1 3 2 23 715.0 717.0 -1  -1 
1 3 3 1 4.0 25.0 -1  -1 
1 3 3 2 6.0 37.0 -1  -1 
1 3 3 3 10.0 53.0 23.0 51.0
1 3 3 4 17.0 81.0 37.0 81.0
1 3 3 5 26.0 113.0 60.0 113.0
1 3 3 6 35.0 146.0 83.0 145.0
1 3 3 7 46.0 185.0 107.0 185.0
1 3 3 8 60.0 263.0 136.0 225.0
1 3 3 9 86.0 304.0 172.0 268.0
1 3 3 10 107.0 360.0 213.0 315.0
1 3 3 11 133.0 407.0 242.0 364.0
1 3 3 12 153.0 455.0 297.0 416.0
1 3 3 13 184.0 524.0 338.0 468.0
1 3 3 14 213.0 572.0 390.0 529.0
1 3 3 15 255.0 621.0 428.0 575.0
1 3 3 16 272.0 659.0 479.0 639.0
1 3 3 17 308.0 705.0 526.0 687.0
1 3 3 18 362.0 756.0 597.0 744.0
1 3 3 19 389.0 798.0 663.0 798.0
1 3 3 20 439.0 855.0 730.0 852.0
1 3 3 21 487.0 908.0 -1  -1 
1 3 3 22 558.0 933.0 -1  -1 
1 4 1 1 4.0 23.0 -1  -1 
1 4 1 2 5.0 34.0 -1  -1 
1 4 1 3 8.0 54.0 24.0 42.0
1 4 1 4 13.0 83.0 36.0 83.0
1 4 1 5 18.0 113.0 60.0 112.0
1 4 1 6 25.0 152.0 80.0 151.0
1 4 1 7 37.0 191.0 109.0 191.0
1 4 1 8 53.0 251.0 142.0 232.0
1 4 1 9 72.0 337.0 164.0 282.0
1 4 1 10 96.0 359.0 208.0 328.0
1 4 1 11 120.0 444.0 247.0 375.0
1 4 1 12 169.0 482.0 292.0 424.0
1 4 1 13 183.0 525.0 331.0 482.0
1 4 1 14 231.0 577.0 386.0 541.0
1 4 1 15 217.0 622.0 424.0 593.0
1 4 1 16 250.0 652.0 480.0 649.0
1 4 1 17 330.0 705.0 548.0 704.0
1 4 1 18 311.0 764.0 603.0 754.0
1 4 1 19 374.0 815.0 -1  -1 
1 4 1 20 472.0 869.0 -1  -1 
1 4 1 21 648.0 918.0 -1  -1 
1 4 2 1 3.0 24.0 -1  -1 
1 4 2 2 5.0 41.0 -1  -1 
1 4 2 3 7.0 54.0 22.0 42.0
1 4 2 4 12.0 85.0 32.0 85.0
1 4 2 5 19.0 113.0 53.0 113.0
1 4 2 6 24.0 182.0 72.0 152.0
1 4 2 7 37.0 262.0 107.0 199.0
1 4 2 8 56.0 238.0 129.0 233.0
1 4 2 9 76.0 475.0 161.0 277.0
1 4 2 10 97.0 350.0 199.0 322.0
1 4 2 11 133.0 447.0 231.0 389.0
1 4 2 12 140.0 497.0 283.0 441.0
1 4 2 13 190.0 547.0 329.0 499.0
1 4 2 14 198.0 591.0 371.0 553.0
