#Limiti di energia lasciata in Si1 per identificazione in Z e A per PSA Imax-E in Si1
#blocco qua tel Z ESi1minZid ESi1maxZid ESi1minAid ESi1maxAid
1 4 2 16 159.0 621.0 571.0 621.0
1 4 2 17 177.0 682.0 636.0 666.0
1 4 2 18 198.0 735.0 -1  -1 
1 4 2 19 279.0 779.0 -1  -1 
1 4 2 20 312.0 826.0 -1  -1 
1 4 2 21 334.0 599.0 -1  -1 
1 4 2 22 390.0 397.0 -1  -1 
1 4 2 23 433.0 435.0 -1  -1 
1 4 2 24 443.0 445.0 -1  -1 
1 4 3 2 6.0 31.0 -1  -1 
1 4 3 3 12.0 54.0 24.0 54.0
1 4 3 4 19.0 94.0 19.0 82.0
1 4 3 5 26.0 118.0 55.0 118.0
1 4 3 6 35.0 154.0 76.0 150.0
1 4 3 7 47.0 189.0 102.0 189.0
1 4 3 8 58.0 227.0 133.0 227.0
1 4 3 9 72.0 281.0 169.0 281.0
1 4 3 10 85.0 325.0 210.0 325.0
1 4 3 11 95.0 364.0 249.0 364.0
1 4 3 12 113.0 414.0 299.0 414.0
1 4 3 13 130.0 462.0 350.0 462.0
1 4 3 14 142.0 514.0 413.0 514.0
1 4 3 15 175.0 563.0 480.0 563.0
1 4 3 16 188.0 630.0 536.0 630.0
1 4 3 17 224.0 679.0 581.0 679.0
1 4 3 18 258.0 726.0 -1  -1 
1 4 3 19 362.0 787.0 -1  -1 
1 4 3 20 364.0 810.0 -1  -1 
1 4 3 21 418.0 754.0 -1  -1 
1 4 3 22 470.0 472.0 -1  -1 
2 1 1 2 6.0 48.0 -1  -1 
2 1 1 3 11.0 65.0 25.0 57.0
2 1 1 4 19.0 90.0 22.0 82.0
2 1 1 5 26.0 118.0 52.0 118.0
2 1 1 6 35.0 152.0 73.0 152.0
2 1 1 7 44.0 189.0 97.0 189.0
2 1 1 8 54.0 235.0 126.0 235.0
2 1 1 9 69.0 281.0 164.0 281.0
2 1 1 10 84.0 329.0 193.0 329.0
