#Limiti di energia lasciata in Si1 per identificazione in Z e A per PSA Imax-E in Si1
#blocco qua tel Z ESi1minZid ESi2maxZid ESi1minAid ESi1maxZid
2 3 2 2 6.0 45.0 -1  -1 
2 3 2 3 11.0 67.0 28.0 57.0
2 3 2 4 19.0 83.0 19.0 83.0
2 3 2 5 28.0 119.0 48.0 118.0
2 3 2 6 35.0 156.0 63.0 156.0
2 3 2 7 45.0 193.0 83.0 193.0
2 3 2 8 57.0 232.0 107.0 232.0
2 3 2 9 69.0 281.0 138.0 281.0
2 3 2 10 79.0 325.0 171.0 325.0
2 3 2 11 92.0 381.0 211.0 370.0
2 3 2 12 107.0 419.0 251.0 419.0
2 3 2 13 121.0 476.0 294.0 472.0
2 3 2 14 147.0 524.0 335.0 524.0
2 3 2 15 168.0 581.0 399.0 581.0
2 3 2 16 187.0 637.0 459.0 637.0
2 3 2 17 206.0 691.0 529.0 690.0
2 3 2 18 224.0 757.0 -1  -1 
2 3 2 19 250.0 818.0 -1  -1 
2 3 2 20 280.0 887.0 -1  -1 
2 3 2 21 319.0 944.0 -1  -1 
2 3 2 22 356.0 1010.0 -1  -1 
2 3 2 23 385.0 1071.0 -1  -1 
2 3 2 24 413.0 1147.0 -1  -1 
2 3 2 25 458.0 1214.0 -1  -1 
2 3 2 26 492.0 1270.0 -1  -1 
2 3 2 27 539.0 1338.0 -1  -1 
2 3 2 28 590.0 1411.0 -1  -1 
2 3 2 29 617.0 1499.0 -1  -1 
2 3 2 30 663.0 1541.0 -1  -1 
2 3 2 31 703.0 1596.0 -1  -1 
2 3 2 32 743.0 1678.0 -1  -1 
2 3 2 33 780.0 1750.0 -1  -1 
2 3 2 34 816.0 1202.0 -1  -1 
2 3 2 35 867.0 1015.0 -1  -1 
2 3 2 36 889.0 1967.0 -1  -1 
2 4 2 2 6.0 47.0 -1  -1 
2 4 2 3 11.0 57.0 23.0 56.0
2 4 2 4 19.0 89.0 19.0 83.0
2 4 2 5 26.0 130.0 48.0 114.0
2 4 2 6 35.0 152.0 60.0 152.0
2 4 2 7 46.0 192.0 87.0 192.0
2 4 2 8 55.0 235.0 114.0 234.0
2 4 2 9 67.0 279.0 149.0 279.0
2 4 2 10 78.0 327.0 189.0 325.0
2 4 2 11 88.0 373.0 223.0 373.0
2 4 2 12 107.0 420.0 260.0 420.0
2 4 2 13 121.0 485.0 303.0 469.0
2 4 2 14 133.0 525.0 353.0 521.0
2 4 2 15 152.0 575.0 414.0 575.0
2 4 2 16 174.0 640.0 467.0 633.0
2 4 2 17 195.0 695.0 533.0 694.0
2 4 2 18 221.0 751.0 598.0 751.0
2 4 2 19 245.0 812.0 -1  -1 
2 4 2 20 276.0 873.0 -1  -1 
2 4 2 21 300.0 940.0 -1  -1 
2 4 2 22 331.0 1009.0 -1  -1 
2 4 2 23 361.0 1067.0 -1  -1 
2 4 2 24 394.0 1134.0 -1  -1 
2 4 2 25 426.0 1203.0 -1  -1 
2 4 2 26 451.0 1267.0 -1  -1 
2 4 2 27 473.0 1341.0 -1  -1 
2 4 2 28 498.0 1409.0 -1  -1 
2 4 2 29 539.0 1491.0 -1  -1 
2 4 2 30 581.0 1560.0 -1  -1 
2 4 2 31 622.0 1615.0 -1  -1 
2 4 2 32 658.0 1684.0 -1  -1 
2 4 2 33 700.0 1747.0 -1  -1 
2 4 2 34 743.0 1826.0 -1  -1 
2 4 2 35 781.0 1878.0 -1  -1 
2 4 2 36 824.0 1987.0 -1  -1 
2 4 2 37 877.0 1876.0 -1  -1 
3 1 1 2 6.0 52.0 -1  -1 
3 1 1 3 11.0 71.0 -1  -1 
3 1 1 4 16.0 88.0 16.0 85.0
3 1 1 5 22.0 134.0 44.0 120.0
3 1 1 6 32.0 153.0 67.0 153.0
3 1 1 7 40.0 197.0 92.0 197.0
3 1 1 8 47.0 245.0 114.0 239.0
3 1 1 9 58.0 282.0 148.0 282.0
3 1 1 10 68.0 328.0 179.0 328.0
3 1 1 11 78.0 372.0 222.0 372.0
3 1 1 12 89.0 424.0 264.0 424.0
3 1 1 13 109.0 473.0 312.0 473.0
3 1 1 14 130.0 526.0 361.0 526.0
3 1 1 15 148.0 578.0 -1  -1 
3 1 1 16 176.0 640.0 -1  -1 
3 1 1 17 197.0 691.0 -1  -1 
3 1 1 18 218.0 756.0 -1  -1 
3 1 1 19 251.0 821.0 -1  -1 
3 1 1 20 284.0 885.0 -1  -1 
3 1 1 21 306.0 949.0 -1  -1 
3 1 1 22 342.0 1006.0 -1  -1 
3 1 1 23 370.0 1074.0 -1  -1 
3 1 1 24 410.0 1110.0 -1  -1 
3 1 1 25 459.0 1188.0 -1  -1 
3 1 1 26 506.0 1185.0 -1  -1 
3 1 1 27 544.0 1291.0 -1  -1 
3 1 1 28 591.0 735.0 -1  -1 
3 1 1 29 685.0 800.0 -1  -1 
3 1 1 36 1011.0 1588.0 -1  -1 
3 2 1 2 7.0 44.0 -1  -1 
3 2 1 3 12.0 64.0 -1  -1 
3 2 1 4 16.0 98.0 16.0 84.0
3 2 1 5 25.0 122.0 63.0 121.0
3 2 1 6 33.0 157.0 78.0 157.0
3 2 1 7 40.0 196.0 106.0 196.0
3 2 1 8 50.0 234.0 134.0 234.0
3 2 1 9 63.0 282.0 171.0 282.0
3 2 1 10 75.0 325.0 213.0 325.0
3 2 1 11 89.0 372.0 251.0 372.0
3 2 1 12 106.0 418.0 287.0 418.0
3 2 1 13 119.0 470.0 355.0 470.0
3 2 1 14 137.0 523.0 -1  -1 
3 2 1 15 155.0 585.0 -1  -1 
3 2 1 16 180.0 633.0 -1  -1 
3 2 1 17 213.0 637.0 -1  -1 
3 2 1 18 241.0 698.0 -1  -1 
3 2 1 19 266.0 796.0 -1  -1 
3 2 1 20 318.0 797.0 -1  -1 
3 2 1 21 359.0 634.0 -1  -1 
3 2 1 22 365.0 967.0 -1  -1 
3 2 1 24 453.0 691.0 -1  -1 
3 2 3 2 7.0 27.0 -1  -1 
3 2 3 3 15.0 52.0 -1  -1 
3 2 3 4 18.0 77.0 18.0 72.0
3 2 3 5 25.0 111.0 51.0 105.0
3 2 3 6 35.0 146.0 69.0 145.0
3 2 3 7 41.0 183.0 93.0 178.0
3 2 3 8 50.0 222.0 110.0 215.0
3 2 3 9 64.0 255.0 142.0 255.0
3 2 3 10 78.0 307.0 169.0 298.0
3 2 3 11 90.0 340.0 203.0 340.0
3 2 3 12 115.0 402.0 245.0 348.0
3 2 3 13 130.0 410.0 -1  -1 
3 2 3 14 145.0 456.0 -1  -1 
3 2 3 15 176.0 390.0 -1  -1 
3 2 3 16 252.0 457.0 -1  -1 
3 2 3 17 225.0 481.0 -1  -1 
3 2 3 18 246.0 648.0 -1  -1 
3 3 4 2 5.0 39.0 -1  -1 
3 3 4 3 11.0 59.0 -1  -1 
3 3 4 4 16.0 83.0 16.0 83.0
3 3 4 5 23.0 114.0 44.0 114.0
3 3 4 6 31.0 151.0 57.0 151.0
3 3 4 7 39.0 193.0 82.0 193.0
3 3 4 8 47.0 236.0 109.0 229.0
3 3 4 9 60.0 278.0 153.0 278.0
3 3 4 10 75.0 328.0 183.0 322.0
3 3 4 11 86.0 368.0 222.0 368.0
3 3 4 12 98.0 410.0 258.0 410.0
3 3 4 13 113.0 463.0 322.0 463.0
3 3 4 14 130.0 513.0 374.0 513.0
3 3 4 15 149.0 568.0 437.0 568.0
3 3 4 16 171.0 619.0 -1  -1 
3 3 4 17 191.0 660.0 -1  -1 
3 3 4 18 228.0 712.0 -1  -1 
3 3 4 19 286.0 787.0 -1  -1 
3 3 4 20 314.0 818.0 -1  -1 
3 3 4 21 350.0 881.0 -1  -1 
3 3 4 22 394.0 787.0 -1  -1 
3 3 4 23 436.0 716.0 -1  -1 
3 3 4 24 468.0 470.0 -1  -1 
3 4 1 2 6.0 42.0 -1  -1 
3 4 1 3 13.0 70.0 -1  -1 
3 4 1 4 22.0 83.0 24.0 83.0
3 4 1 5 30.0 125.0 54.0 116.0
3 4 1 6 40.0 152.0 72.0 152.0
3 4 1 7 52.0 194.0 96.0 193.0
3 4 1 8 65.0 235.0 123.0 235.0
3 4 1 9 79.0 280.0 156.0 280.0
3 4 1 10 95.0 328.0 185.0 328.0
3 4 1 11 109.0 370.0 227.0 370.0
3 4 1 12 121.0 425.0 278.0 420.0
3 4 1 13 138.0 470.0 329.0 468.0
3 4 1 14 155.0 522.0 380.0 522.0
3 4 1 15 175.0 570.0 -1  -1 
3 4 1 16 195.0 631.0 -1  -1 
3 4 1 17 214.0 691.0 -1  -1 
3 4 1 18 241.0 752.0 -1  -1 
3 4 1 19 276.0 805.0 -1  -1 
3 4 1 20 328.0 866.0 -1  -1 
3 4 1 21 362.0 930.0 -1  -1 
3 4 1 22 421.0 1003.0 -1  -1 
3 4 1 23 469.0 1069.0 -1  -1 
3 4 1 24 527.0 1124.0 -1  -1 
3 4 1 25 539.0 1183.0 -1  -1 
3 4 1 26 587.0 1253.0 -1  -1 
3 4 1 27 700.0 1246.0 -1  -1 
3 4 1 28 676.0 1224.0 -1  -1 
3 4 1 29 712.0 899.0 -1  -1 
3 4 1 30 738.0 740.0 -1  -1 
3 4 1 36 999.0 1575.0 -1  -1 
3 4 3 2 6.0 47.0 -1  -1 
3 4 3 3 12.0 71.0 17.0 57.0
3 4 3 4 18.0 84.0 22.0 83.0
3 4 3 5 27.0 123.0 45.0 117.0
3 4 3 6 35.0 151.0 66.0 151.0
3 4 3 7 47.0 189.0 91.0 189.0
3 4 3 8 55.0 231.0 124.0 231.0
3 4 3 9 67.0 280.0 156.0 280.0
3 4 3 10 76.0 326.0 193.0 326.0
3 4 3 11 94.0 370.0 229.0 370.0
3 4 3 12 108.0 418.0 267.0 418.0
3 4 3 13 124.0 466.0 321.0 466.0
3 4 3 14 141.0 515.0 371.0 515.0
3 4 3 15 157.0 568.0 426.0 568.0
3 4 3 16 174.0 631.0 -1  -1 
3 4 3 17 205.0 684.0 -1  -1 
3 4 3 18 248.0 742.0 -1  -1 
3 4 3 19 281.0 783.0 -1  -1 
3 4 3 20 319.0 815.0 -1  -1 
3 4 3 21 360.0 908.0 -1  -1 
3 4 3 22 424.0 969.0 -1  -1 
3 4 3 23 445.0 994.0 -1  -1 
3 4 3 24 490.0 1081.0 -1  -1 
3 4 3 25 569.0 1093.0 -1  -1 
3 4 3 27 662.0 664.0 -1  -1 
